Id,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,MasVnrArea,Fireplaces,BsmtFinSF1,LotFrontage,ExterQual,BsmtQual,KitchenQual,BsmtFinType1,HeatingQC,GarageFinish,GarageType,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
352,190000,7,1453,2,445,1453,1453,1,6,1986,0.0,1,1082,0.0,3,4,4,6,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,95000,5,1111,1,200,616,616,1,5,1941,0.0,0,236,60.0,3,3,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,105900,6,720,2,484,624,720,1,5,1928,0.0,0,0,60.0,3,3,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,140000,6,1595,1,240,940,1192,1,6,1940,0.0,2,388,60.0,3,3,3,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
356,177500,6,1200,2,521,1200,1200,2,6,1995,0.0,0,334,105.0,4,4,4,5,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,173000,6,1167,2,400,1158,1167,2,6,1992,106.0,0,560,0.0,3,4,4,6,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,134000,5,1142,2,528,1142,1142,1,6,1976,0.0,1,874,44.0,3,4,3,5,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,130000,5,1352,1,288,1062,1352,1,6,1958,120.0,0,300,92.0,3,3,4,4,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,280000,8,1924,2,592,1086,1086,2,7,1998,530.0,1,956,78.0,4,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,156000,6,912,2,470,888,912,1,5,1978,0.0,1,773,0.0,3,4,3,6,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362,145000,5,1505,1,240,883,988,1,8,1940,0.0,0,399,0.0,3,3,3,3,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,198500,7,1922,2,672,0,495,3,7,2003,500.0,1,0,64.0,4,0,4,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,118000,6,987,1,264,483,483,1,5,1972,510.0,0,162,21.0,3,3,4,5,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,190000,6,1574,2,566,796,790,2,6,1976,120.0,1,712,0.0,3,4,3,6,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,147000,5,1344,1,468,672,672,1,6,1920,0.0,0,456,59.0,3,3,3,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,159000,6,1394,2,514,1394,1394,1,6,1963,247.0,2,609,0.0,3,4,3,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,165000,6,1431,1,296,1099,1431,1,6,1962,305.0,1,371,101.0,3,4,3,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
369,132000,5,1268,1,244,1268,1268,1,7,1954,200.0,1,540,78.0,3,3,3,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,162000,5,1287,2,576,1063,1287,1,7,1959,0.0,1,72,0.0,3,3,4,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
371,172400,6,1664,2,460,953,953,2,7,2000,0.0,1,0,0.0,3,4,3,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,134432,4,1588,2,680,0,1120,2,7,1959,0.0,1,0,80.0,3,0,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,125000,6,752,1,264,744,752,1,4,1984,0.0,0,623,50.0,3,4,3,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,123000,5,1319,1,270,608,1319,1,5,1953,0.0,0,428,79.0,3,3,3,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375,219500,7,1928,2,434,847,847,2,8,2003,0.0,1,0,65.0,4,4,4,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,61000,1,904,0,0,683,904,0,4,1922,0.0,0,350,0.0,2,2,2,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,148000,5,914,2,576,870,914,1,5,1996,0.0,0,298,57.0,4,4,3,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,340000,8,2466,2,610,1580,1580,3,8,2004,0.0,1,0,102.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,394432,9,1856,3,834,1856,1856,1,8,2010,350.0,1,1445,88.0,4,5,5,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,179000,6,1800,2,463,982,1007,2,7,2000,16.0,1,0,60.0,3,4,3,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,127000,5,1691,1,308,1026,1026,2,6,1924,0.0,1,218,50.0,3,3,4,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
382,187750,7,1301,2,572,1293,1301,2,5,2006,0.0,1,0,60.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
383,213500,7,1797,2,639,939,939,2,8,2006,0.0,0,0,79.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,76000,6,784,2,360,784,784,1,5,1928,0.0,0,0,60.0,3,2,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,240000,6,1953,2,501,1580,1079,2,9,1992,0.0,2,985,0.0,4,4,4,6,5,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,192000,8,1269,2,430,1256,1269,2,6,2004,16.0,1,24,43.0,4,4,4,6,5,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,81000,5,1184,0,0,658,658,1,8,1910,0.0,0,0,58.0,3,3,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,125000,6,1125,1,352,1041,1125,1,6,1976,255.0,1,631,72.0,3,3,3,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,191000,7,1479,2,577,1468,1479,2,6,1999,125.0,0,0,93.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,426000,10,2332,3,846,1682,1742,2,9,2007,272.0,1,1280,96.0,5,5,5,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,119000,5,1367,1,384,861,961,1,7,1900,0.0,0,241,50.0,3,3,3,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,215000,6,1961,2,560,804,804,2,7,2001,0.0,1,690,71.0,3,5,4,5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,106500,5,882,1,294,0,882,1,5,1959,0.0,0,0,0.0,3,0,3,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,100000,4,788,0,0,788,788,1,4,1941,0.0,2,266,0.0,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,109000,5,1034,1,240,735,735,1,5,1940,0.0,0,0,60.0,3,3,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,129000,5,1144,1,596,1144,1144,1,6,1956,0.0,0,739,68.0,3,3,3,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,123000,5,894,2,600,894,894,1,6,1972,0.0,0,777,60.0,3,3,3,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,169500,5,1812,1,264,864,876,2,8,1962,288.0,1,540,69.0,3,3,3,5,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,67000,5,1077,1,338,961,1077,1,6,1920,0.0,0,0,60.0,3,2,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,241000,7,1550,2,438,1092,1112,2,7,2006,100.0,0,812,65.0,4,4,4,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
401,245500,8,1288,2,500,1260,1288,1,4,1996,0.0,2,786,38.0,4,4,5,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,164990,7,1310,2,400,1310,1310,2,6,2005,0.0,1,24,65.0,4,4,4,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,108000,5,672,1,240,672,672,1,4,1940,0.0,0,0,60.0,3,3,3,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
404,258000,8,2263,2,420,1141,1165,2,10,1998,650.0,1,0,93.0,4,4,4,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405,168000,6,1572,2,373,806,806,2,7,1995,0.0,1,0,0.0,3,4,3,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,150000,4,1620,2,490,1281,1620,2,8,1976,0.0,1,1116,0.0,3,3,3,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,115000,6,1639,1,240,1064,1166,1,6,1936,0.0,0,0,51.0,3,3,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,177000,6,1680,1,308,840,840,2,8,1915,0.0,0,0,63.0,3,4,3,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,280000,7,2172,3,947,1063,1071,2,9,2006,350.0,1,0,109.0,4,5,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410,339750,8,2078,3,836,1034,1050,2,8,2007,100.0,1,789,85.0,4,5,5,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,60000,5,1276,1,350,1276,1276,1,5,1958,0.0,0,0,68.0,3,3,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,145000,5,1056,2,572,1056,1056,1,5,1955,0.0,0,1056,100.0,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,222000,7,1478,2,484,1470,1478,2,7,2009,432.0,1,578,0.0,5,5,4,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
414,115000,5,1028,2,360,1008,1028,1,5,1927,0.0,1,0,56.0,3,3,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,228000,7,2097,3,678,1080,1080,2,9,1993,0.0,1,50,59.0,4,4,4,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
416,181134,7,1340,2,396,1340,1340,2,6,2007,0.0,0,24,73.0,4,4,4,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,149500,6,1400,2,440,672,672,1,6,1978,203.0,1,209,74.0,3,3,3,5,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
418,239000,6,2624,3,864,1370,1370,2,10,1918,0.0,1,1128,86.0,3,4,3,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,126000,5,1134,1,240,756,756,1,7,1940,0.0,0,312,60.0,3,3,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,142000,5,1056,1,304,1056,1056,1,6,1968,0.0,1,775,65.0,3,3,3,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
421,206300,7,1344,4,784,1344,1344,2,8,1997,200.0,0,1309,78.0,3,4,3,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,215000,6,1602,2,529,1602,1602,2,8,1977,126.0,1,1246,0.0,4,4,4,5,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
423,113000,5,988,2,520,988,988,1,4,1954,0.0,0,0,100.0,3,3,3,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424,315000,8,2630,3,696,1470,1470,2,8,1998,473.0,1,986,80.0,4,4,4,6,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
425,139000,6,1196,1,297,1196,1196,1,6,1956,74.0,1,616,72.0,3,4,3,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,135000,7,1389,1,240,651,707,1,6,1946,0.0,2,0,60.0,3,3,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
427,275000,7,1644,2,569,1518,1644,2,5,1989,145.0,1,1518,0.0,4,4,4,6,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
428,109008,4,907,1,352,907,907,1,5,1957,0.0,0,288,77.0,3,3,3,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,195400,7,1208,2,628,1208,1208,2,6,2007,108.0,0,664,64.0,4,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,175000,6,1412,2,576,1392,1412,2,6,1988,0.0,1,1005,130.0,3,4,4,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431,85400,6,987,1,264,483,483,1,4,1971,232.0,0,387,21.0,3,3,3,5,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,79900,6,1198,0,0,901,1088,1,7,1920,0.0,0,0,60.0,3,3,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,122500,5,1365,2,440,765,765,1,6,1971,376.0,0,471,24.0,3,3,3,5,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,181000,6,1604,2,470,926,926,2,7,1997,0.0,1,0,100.0,3,4,3,1,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,81000,4,630,0,0,630,630,1,3,1972,0.0,0,495,21.0,3,4,3,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,212000,7,1661,2,550,799,827,2,6,1996,0.0,1,385,43.0,4,4,4,6,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,116000,6,1118,2,440,648,734,1,6,1920,0.0,0,0,40.0,3,2,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,119000,6,904,1,180,884,904,1,4,1926,0.0,0,0,50.0,4,3,3,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,90350,5,694,1,352,440,694,1,4,1913,0.0,1,365,40.0,3,3,4,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,110000,6,1196,2,528,684,684,1,7,1920,0.0,0,0,67.0,3,3,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,555000,10,2402,3,672,3094,2402,2,10,2008,200.0,2,1767,105.0,5,5,5,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
442,118000,4,1440,0,0,1440,1440,2,8,1955,270.0,0,133,92.0,3,3,2,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,162900,5,1573,2,360,1078,1128,2,8,1930,0.0,1,0,52.0,3,3,3,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,172500,7,1258,3,648,1258,1258,2,6,2006,72.0,1,0,53.0,4,5,4,1,5,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,210000,7,1908,2,493,915,933,2,8,1994,0.0,1,642,70.0,4,4,4,6,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,127500,6,1689,2,480,1436,1689,1,7,1956,0.0,1,0,73.0,3,3,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,190000,6,1888,2,578,1517,1888,2,6,1966,0.0,1,247,137.0,4,3,4,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,199900,7,1886,2,431,930,956,2,10,1998,0.0,1,0,0.0,4,4,4,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,119500,6,1376,1,198,780,780,2,7,1937,0.0,1,0,50.0,3,3,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,120000,3,1183,1,308,649,679,1,6,1948,0.0,0,331,50.0,3,3,3,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
451,110000,6,813,1,270,813,813,1,5,1930,0.0,0,0,70.0,3,3,4,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
452,280000,7,1533,2,576,1533,1533,2,5,1975,0.0,2,655,62.0,3,4,4,5,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,204000,6,1756,2,422,872,888,2,7,1996,42.0,0,742,0.0,4,5,3,5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454,210000,8,1590,2,676,768,786,2,6,2008,0.0,0,0,75.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
455,188000,5,1728,2,560,1728,1728,2,8,1976,0.0,0,1606,63.0,3,3,3,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,175500,7,1242,2,528,1242,1242,1,6,1973,320.0,1,916,80.0,3,3,3,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,98000,5,1344,3,513,624,624,1,7,1916,0.0,0,0,34.0,3,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
458,256000,4,1663,2,529,1364,1663,1,6,1954,0.0,2,1116,0.0,3,4,4,4,5,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,161000,8,1666,1,228,588,833,1,7,1925,0.0,1,0,0.0,3,3,4,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
460,110000,5,1203,1,352,709,979,1,5,1950,161.0,1,185,0.0,3,3,4,2,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,263435,8,1935,2,552,832,832,2,8,2009,110.0,0,544,75.0,4,4,3,6,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462,155000,7,1135,2,576,560,575,1,6,1936,0.0,0,350,60.0,4,4,4,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463,62383,5,864,1,360,864,864,1,5,1965,0.0,1,553,60.0,3,3,3,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,188700,6,1660,1,240,715,849,1,6,1934,0.0,1,326,74.0,3,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,124000,5,1040,0,0,1040,1040,2,5,1978,136.0,0,616,60.0,3,4,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,178740,7,1414,2,398,1375,1414,2,6,2004,18.0,1,0,0.0,4,4,4,1,5,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,167000,7,1277,2,526,1277,1277,1,5,1970,0.0,1,778,85.0,3,3,3,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
468,146500,5,1644,1,312,728,888,1,7,1942,224.0,2,386,79.0,3,3,4,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
469,250000,8,1634,3,866,1626,1634,2,7,2006,248.0,1,0,98.0,4,4,4,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
